acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
294012,,Slight,2,2,28/05/2012,Monday,28,May,12,15,55,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320880,669060,0,Unset,T.V.N.P.,365662,unset,EH130LP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
294212,,Serious,2,1,05/05/2012,Saturday,5,May,12,8,48,230,C,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325360,674040,520506,Junction,Cyclist,365663,unset,EH22PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
295212,,Serious,2,1,28/05/2012,Monday,28,May,12,17,10,230,B,901,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325310,675040,566873,Segment,Cyclist,365664,unset,EH35LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
295412,,Slight,2,1,28/05/2012,Monday,28,May,12,15,30,230,A,70,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321410,670190,529969,Junction,T.V.N.P.,365665,unset,EH142LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
295512,,Slight,1,1,29/05/2012,Tuesday,29,May,12,8,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328730,672710,0,Unset,Pedestrian,365666,unset,EH151ST,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
295712,,Serious,1,1,28/05/2012,Monday,28,May,12,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,324410,670920,12227625,Segment,Cyclist,365667,unset,EH105JB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
299512,,Slight,2,2,30/05/2012,Wednesday,30,May,12,10,45,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,321210,675020,522330,Junction,T.V.N.P.,365668,unset,EH45EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
300212,,Slight,1,1,30/05/2012,Wednesday,30,May,12,16,30,230,A,6095,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331890,671850,522969,Junction,Pedestrian,365669,unset,EH218RB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
300912,,Serious,1,1,31/05/2012,Thursday,31,May,12,9,35,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Other,Dry,None,None,No overtaking,312750,678420,3948312,Segment,Bus,365670,unset,EH309RE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
301112,,Slight,2,1,31/05/2012,Thursday,31,May,12,8,0,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,318480,674980,555447,Segment,T.V.N.P.,365671,unset,EH46AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
301312,,Slight,2,2,31/05/2012,Thursday,31,May,12,6,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313020,678330,3948181,Segment,T.V.N.P.,365672,unset,EH309LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
301412,,Slight,2,1,26/05/2012,Saturday,26,May,12,0,30,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325950,673600,521106,Junction,T.V.N.P.,365673,unset,EH11HN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
301712,,Slight,1,1,14/04/2012,Saturday,14,April,12,19,0,230,Unclassified,,Single carriageway - 2 lanes,30,Using private drive or entrance,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326660,674550,12222458,Segment,Pedestrian,357037,unset,EH75EE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
302012,,Slight,2,1,31/05/2012,Thursday,31,May,12,18,15,230,A,1,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,331130,672910,2106355,Segment,T.V.N.P.,365674,unset,EH153BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
303012,,Slight,2,1,30/05/2012,Wednesday,30,May,12,7,45,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326310,673170,521595,Junction,Cyclist,365675,unset,EH89RR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,Elsewhere
303512,,Slight,3,1,01/06/2012,Friday,1,June,12,13,10,230,A,90,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324170,674210,555594,Segment,M.V.N.P.,354932,unset,EH43AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
303612,,Slight,2,1,01/06/2012,Friday,1,June,12,14,0,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,323820,672110,533389,Junction,Cyclist,354933,unset,EH111LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
303812,,Serious,1,1,01/06/2012,Friday,1,June,12,13,15,230,C,,Roundabout,30,Roundabout,Authorised Person,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325330,674030,520509,Junction,Pedestrian,354934,unset,EH22HN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
303912,,Slight,1,1,01/06/2012,Friday,1,June,12,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,A,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326940,675830,522318,Junction,Pedestrian,354935,unset,EH68LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
304412,,Slight,2,1,01/06/2012,Friday,1,June,12,16,52,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317840,670750,6452850,Segment,T.V.N.P.,354936,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
304512,,Serious,2,1,02/06/2012,Saturday,2,June,12,0,1,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323680,672450,533383,Junction,T.V.N.P.,354937,unset,EH111EF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
305512,,Fatal,1,1,03/06/2012,Sunday,3,June,12,0,10,230,A,7,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,330020,669440,568027,Segment,Pedestrian,354938,unset,EH164SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
306012,,Slight,7,1,02/06/2012,Saturday,2,June,12,13,30,230,A,90,Single carriageway - 2 lanes,40,Multiple junction,Automatic Traffic Signal,A,902,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321540,674910,520032,Junction,M.V.N.P.,354939,unset,EH43RE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
308812,,Serious,1,2,04/06/2012,Monday,4,June,12,8,25,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327920,669850,518545,Junction,Pedestrian,354940,unset,EH166BW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
309512,,Slight,2,1,04/06/2012,Monday,4,June,12,6,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322480,672340,559251,Segment,T.V.N.P.,354941,unset,EH112SJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
310512,,Slight,1,1,05/06/2012,Tuesday,5,June,12,12,45,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327640,674300,520752,Junction,Pedestrian,354942,unset,EH76AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
310612,,Slight,2,1,05/06/2012,Tuesday,5,June,12,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322230,673350,565634,Segment,Cyclist,354943,unset,EH126HZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
311312,,Serious,2,1,01/06/2012,Friday,1,June,12,8,45,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,324220,673710,10258599,Junction,Cyclist,354944,unset,EH37HR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
312312,,Slight,1,1,06/06/2012,Wednesday,6,June,12,9,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323450,671640,522249,Junction,Pedestrian,354945,unset,EH111RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
314412,,Slight,2,1,07/06/2012,Thursday,7,June,12,9,5,230,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326980,674390,520734,Junction,Cyclist,354946,unset,EH75DL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
314612,,Slight,2,1,02/06/2012,Saturday,2,June,12,17,25,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322140,673150,521247,Junction,T.V.N.P.,354947,unset,EH126HS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
315112,,Slight,2,1,07/06/2012,Thursday,7,June,12,15,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Other,Dry,None,None,No overtaking,325120,673230,2106547,Segment,Cyclist,354948,unset,EH12LE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
315512,,Slight,2,1,07/06/2012,Thursday,7,June,12,9,30,230,Motorway,8,Roundabout,70,Roundabout,Automatic Traffic Signal,Motorway,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318190,670990,6453709,Junction,T.V.N.P.,354949,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
316912,,Slight,3,1,08/06/2012,Friday,8,June,12,8,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324050,673580,565907,Segment,M.V.N.P.,354950,unset,EH37EN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
318312,,Slight,3,1,07/06/2012,Thursday,7,June,12,15,15,230,Unclassified,,Single carriageway - 2 lanes,30,Using private drive or entrance,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,319390,670750,562765,Segment,M.V.N.P.,354951,unset,EH114HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
319412,,Slight,2,1,09/06/2012,Saturday,9,June,12,18,5,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325090,674140,520548,Junction,Cyclist,354952,unset,EH21JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
321812,,Serious,1,1,11/06/2012,Monday,11,June,12,0,33,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325970,673490,521577,Junction,Pedestrian,354953,unset,EH11NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
323012,,Slight,1,1,11/06/2012,Monday,11,June,12,19,40,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326300,672690,532693,Junction,Pedestrian,354954,unset,EH89JG,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
323212,,Slight,2,1,06/06/2012,Wednesday,6,June,12,8,50,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323420,671340,529591,Junction,Cyclist,354955,unset,EH105BT,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
323612,,Slight,1,1,11/06/2012,Monday,11,June,12,11,40,230,A,772,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329230,668690,530257,Junction,Bus,354956,unset,EH178QQ,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
323812,,Slight,2,1,11/06/2012,Monday,11,June,12,17,40,230,B,701,Roundabout,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320180,669310,533254,Junction,Cyclist,354957,unset,EH143BR,Control by other authorised person,No physical crossing facility within 50m,At scene
324212,,Slight,2,1,06/06/2012,Wednesday,6,June,12,17,30,230,C,,Roundabout,30,Roundabout,Give way sign or markings,B,901,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325740,674690,520209,Junction,Cyclist,354958,unset,EH74BL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
325412,,Slight,1,1,12/06/2012,Tuesday,12,June,12,18,45,230,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326650,676260,531367,Junction,Pedestrian,354959,unset,EH65LQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
326412,,Slight,2,1,13/06/2012,Wednesday,13,June,12,14,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323210,676870,559682,Segment,T.V.N.P.,354960,unset,EH51PE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
327312,,Serious,3,1,13/06/2012,Wednesday,13,June,12,15,10,230,B,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,320920,668950,533428,Junction,M.V.N.P.,354961,unset,EH130LW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
327812,,Slight,2,1,14/06/2012,Thursday,14,June,12,7,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324640,672440,0,Unset,Cyclist,354962,unset,EH104JL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
327912,,Slight,1,2,13/06/2012,Wednesday,13,June,12,13,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322470,672320,559251,Segment,Pedestrian,354963,unset,EH112SJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
328212,,Slight,2,3,14/06/2012,Thursday,14,June,12,10,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,323600,672370,533377,Junction,T.V.N.P.,354964,unset,EH111EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
329712,,Slight,1,1,14/06/2012,Thursday,14,June,12,19,0,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Unknown,Dry,None,None,No overtaking,325630,674300,520572,Junction,Bus,354965,unset,EH13PG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
329912,,Slight,2,1,15/06/2012,Friday,15,June,12,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325880,671170,533413,Junction,T.V.N.P.,354966,unset,EH92PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
331512,,Serious,1,1,16/06/2012,Saturday,16,June,12,0,50,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Raining with high winds,Dry,None,None,No overtaking,326340,672600,532690,Junction,Pedestrian,354967,unset,EH89PR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
332512,,Slight,3,2,14/06/2012,Thursday,14,June,12,14,53,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318800,670130,2578907,Segment,M.V.N.P.,354968,unset,EH142SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
332612,,Slight,2,1,09/06/2012,Saturday,9,June,12,13,0,230,A,71,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322930,672260,521961,Junction,Cyclist,354969,unset,EH112PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
332912,,Slight,2,3,16/06/2012,Saturday,16,June,12,12,45,230,A,71,Dual carriageway - 2 lanes,40,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,320770,671110,529501,Junction,T.V.N.P.,354970,unset,EH113PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
333012,,Slight,2,1,16/06/2012,Saturday,16,June,12,17,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,323390,668950,533059,Junction,T.V.N.P.,354971,unset,EH139JA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
335612,,Slight,2,2,17/06/2012,Sunday,17,June,12,6,28,230,A,6095,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327920,671590,530404,Junction,T.V.N.P.,354972,unset,EH165LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
336812,,Slight,2,1,18/06/2012,Monday,18,June,12,10,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326490,670790,529852,Junction,T.V.N.P.,354973,unset,EH93JF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
337112,,Slight,2,1,18/06/2012,Monday,18,June,12,17,40,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,700,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326220,672570,532729,Junction,Cyclist,354974,unset,EH91ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
337512,,Slight,2,2,18/06/2012,Monday,18,June,12,17,20,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320590,672820,521742,Junction,Bus,354975,unset,EH126JP,Control by other authorised person,Central refuge - no other controls,Elsewhere
338212,,Slight,2,1,19/06/2012,Tuesday,19,June,12,6,50,230,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319480,674980,555504,Segment,Cyclist,354976,unset,EH46ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
338712,,Slight,1,1,19/06/2012,Tuesday,19,June,12,13,20,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,B,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323750,674660,520083,Junction,Pedestrian,354977,unset,EH41BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
339412,,Slight,2,1,17/05/2012,Thursday,17,May,12,8,0,230,B,800,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311880,672990,555177,Segment,T.V.N.P.,365676,unset,EH288LA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
340112,,Serious,2,1,20/06/2012,Wednesday,20,June,12,6,40,230,A,8,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321490,673000,521754,Junction,Cyclist,354978,unset,EH126TY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
340712,,Serious,2,1,20/06/2012,Wednesday,20,June,12,14,0,230,Unclassified,,One way Street,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327140,672760,0,Unset,T.V.N.P.,354979,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
341612,,Slight,2,1,09/03/2012,Friday,9,March,12,22,0,230,A,900,Roundabout,30,Roundabout,Give way sign or markings,A,900,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325980,674380,520602,Junction,T.V.N.P.,338139,unset,EH13JT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
342412,,Slight,2,1,21/06/2012,Thursday,21,June,12,16,34,230,A,720,Dual carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,318730,670180,2582067,Segment,T.V.N.P.,354980,unset,EH142SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
342612,,Slight,1,1,21/06/2012,Thursday,21,June,12,15,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,329290,671430,12228226,Segment,Pedestrian,354981,unset,EH164DW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
343912,,Slight,2,1,22/06/2012,Friday,22,June,12,11,0,230,A,900,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326210,674650,12222104,Junction,Cyclist,354982,unset,EH74AE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
344012,,Slight,2,1,21/06/2012,Thursday,21,June,12,11,38,230,B,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318890,674840,519930,Junction,T.V.N.P.,354983,unset,EH48AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
344512,,Slight,2,1,21/06/2012,Thursday,21,June,12,15,45,230,Unclassified,,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,321950,673190,565622,Segment,Cyclist,354984,unset,EH126JH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
345412,,Serious,2,1,22/06/2012,Friday,22,June,12,17,35,230,A,900,Dual carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326380,674890,520266,Junction,T.V.N.P.,354985,unset,EH74LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
345712,,Serious,2,2,23/06/2012,Saturday,23,June,12,17,20,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330250,673130,569094,Segment,T.V.N.P.,354986,unset,EH151JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
